55817.000	0.000
55819.000	0.000
55821.000	0.000
55823.000	0.000
55825.000	0.000
55827.000	0.000
55829.000	0.000
55831.000	0.000
55833.000	0.000
55835.000	0.000
55837.000	0.000
55839.000	0.000
55841.000	0.000
55844.000	0.000
55847.000	0.000
55850.000	0.000
55864.000	0.000
55866.000	0.000
55868.000	0.000
55870.000	0.000
55872.000	0.000
55874.000	0.000
55876.000	0.000
55878.000	0.000
55880.000	0.000
55882.000	0.000
55884.000	0.000
55886.000	0.000
55888.000	0.000
55890.000	0.000
55892.000	0.000
55895.000	0.000
55897.000	0.000
55899.000	0.000
55977.000	0.000
55979.000	0.000
55981.000	0.000
55983.000	0.000
55985.000	0.000
55987.000	0.000
55990.000	0.000
55992.000	0.000
56044.000	0.000
56046.000	0.000
56048.000	0.000
56050.000	0.000
56052.000	0.000
56054.000	0.000
56056.000	0.000
56058.000	0.000
56060.000	0.000
56062.000	0.000
56064.000	0.000
56067.000	0.000
56069.000	0.000
56072.000	0.000
56074.000	0.000
56076.000	0.000
56078.000	0.000
56080.000	0.000
56083.000	0.000
56085.000	0.000
56087.000	0.000
56090.000	0.000
56092.000	0.000
56094.000	0.000
56097.000	0.000
56099.000	0.000
56101.000	0.000
56103.000	0.000
56105.000	0.000
56107.000	0.000
56109.000	0.000
56111.000	0.000
56113.000	0.000
56115.000	0.000
56117.000	0.000
56119.000	0.000
56122.000	0.000
56125.000	0.000
56127.000	0.000
56130.000	0.000
56132.000	0.000
56134.000	0.000
56136.000	0.000
56138.000	0.000
56140.000	0.000
56142.000	0.000
56144.000	0.000
56146.000	0.000
56148.000	0.000
56150.000	0.000
56152.000	0.000
56154.000	0.000
56156.000	0.000
56158.000	0.000
56160.000	0.000
56163.000	0.000
56165.000	0.000
56167.000	0.000
56169.000	0.000
56171.000	0.000
56173.000	0.000
56175.000	0.000
56177.000	0.000
56180.000	0.000
56182.000	0.000
56184.000	0.000
56186.000	0.000
56188.000	0.000
56191.000	0.000
56193.000	0.000
56195.000	0.000
56197.000	0.000
56199.000	0.000
56201.000	0.000
56203.000	0.000
56205.000	0.000
56502.000	0.000
56504.000	0.000
56506.000	0.000
56508.000	0.000
56510.000	0.000
56512.000	0.000
56514.000	0.000
56516.000	0.000
56518.000	0.000
56520.000	0.000
56522.000	0.000
56524.000	0.000
56526.000	0.000
57118.000	0.000
57120.000	0.000
57122.000	0.000
57124.000	0.000
57126.000	0.000
57128.000	0.000
57130.000	0.000
57132.000	0.000
57134.000	0.000
57136.000	0.000
57138.000	0.000
57181.000	0.000
57183.000	0.000
57185.000	0.000
57187.000	0.000
57189.000	0.000
57191.000	0.000
57193.000	0.000
57195.000	0.000
57197.000	0.000
57199.000	0.000
57201.000	0.000
57203.000	0.000
57278.000	0.000
57280.000	0.000
57282.000	0.000
57285.000	0.000
57287.000	0.000
57289.000	0.000
57291.000	0.000
57294.000	0.000
57296.000	0.000
57298.000	0.000
57301.000	0.000
57303.000	0.000
57305.000	0.000
57307.000	0.000
57309.000	0.000
57311.000	0.000
57313.000	0.000
57315.000	0.000
57318.000	0.000
57320.000	0.000
57322.000	0.000
57324.000	0.000
57326.000	0.000
57328.000	0.000
57330.000	0.000
57332.000	0.000
57334.000	0.000
57336.000	0.000
57338.000	0.000
57340.000	0.000
57342.000	0.000
57344.000	0.000
57346.000	0.000
57348.000	0.000
57350.000	0.000
57352.000	0.000
57354.000	0.000
57356.000	0.000
57358.000	0.000
57360.000	0.000
57362.000	0.000
57364.000	0.000
57366.000	0.000
57368.000	0.000
57370.000	0.000
57372.000	0.000
57374.000	0.000
57376.000	0.000
57378.000	0.000
57380.000	0.000
57382.000	0.000
57384.000	0.000
57386.000	0.000
57388.000	0.000
57390.000	0.000
57392.000	0.000
57394.000	0.000
57396.000	0.000
57398.000	0.000
57400.000	0.000
57402.000	0.000
57404.000	0.000
57406.000	0.000
57408.000	0.000
57410.000	0.000
57412.000	0.000
57414.000	0.000
57416.000	0.000
57418.000	0.000
57420.000	0.000
57422.000	0.000
57424.000	0.000
57426.000	0.000
57428.000	0.000
57430.000	0.000
57432.000	0.000
57434.000	0.000
57437.000	0.000
57439.000	0.000
57441.000	0.000
67196.000	0.110
67198.000	0.110
67200.000	0.110
67202.000	0.100
67204.000	0.110
67207.000	0.110
67209.000	0.110
67212.000	0.110
67214.000	0.110
67216.000	0.110
67218.000	0.110
67220.000	0.110
67223.000	0.110
67225.000	0.110
67227.000	0.110
67229.000	0.110
67231.000	0.110
67233.000	0.110
67235.000	0.120
67237.000	0.120
67239.000	0.110
67241.000	0.110
67243.000	0.120
67245.000	0.120
67247.000	0.120
67249.000	0.120
67251.000	0.120
67253.000	0.120
67255.000	0.120
67258.000	0.120
67260.000	0.110
67262.000	0.120
67264.000	0.120
67267.000	0.120
67270.000	0.120
67273.000	0.120
